,labels,messages,sentiment_default,score_default,pred_sentiment_default,accurate_default,sentiment_finbert,score_finbert,pred_sentiment_finbert,accurate_finbert
1356,neutral,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .","[{'label': 'NEGATIVE', 'score': 0.7447227835655212}]",0.7447227835655212,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997736811637878}]",0.9997736811637878,neutral,1
1357,neutral,The business section also includes Ahlstrom 's sustainability report .,"[{'label': 'POSITIVE', 'score': 0.975858211517334}]",0.975858211517334,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999843955039978}]",0.999843955039978,neutral,1
1358,neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .","[{'label': 'POSITIVE', 'score': 0.9990158081054688}]",0.9990158081054688,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998321533203125}]",0.9998321533203125,neutral,1
1359,neutral,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,"[{'label': 'NEGATIVE', 'score': 0.9599516987800598}]",0.9599516987800598,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997984766960144}]",0.9997984766960144,neutral,1
1360,neutral,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .","[{'label': 'POSITIVE', 'score': 0.9991907477378845}]",0.9991907477378845,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997740387916565}]",0.9997740387916565,neutral,1
1361,neutral,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .","[{'label': 'POSITIVE', 'score': 0.9993539452552795}]",0.9993539452552795,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998195767402649}]",0.9998195767402649,neutral,1
1362,neutral,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .","[{'label': 'POSITIVE', 'score': 0.9879171252250671}]",0.9879171252250671,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998400211334229}]",0.9998400211334229,neutral,1
1363,neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .","[{'label': 'NEGATIVE', 'score': 0.9987679123878479}]",0.9987679123878479,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998416900634766}]",0.9998416900634766,neutral,1
1364,neutral,The company is presently examining whether the project would be financially feasible .,"[{'label': 'NEGATIVE', 'score': 0.9951257109642029}]",0.9951257109642029,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998125433921814}]",0.9998125433921814,neutral,1
1365,neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,"[{'label': 'NEGATIVE', 'score': 0.9348912239074707}]",0.9348912239074707,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998176693916321}]",0.9998176693916321,neutral,1
1366,positive,The company 's strength is its Apetit brand .,"[{'label': 'POSITIVE', 'score': 0.9995706677436829}]",0.9995706677436829,POSITIVE,1,"[{'label': 'positive', 'score': 0.9948034882545471}]",0.9948034882545471,positive,1
1367,neutral,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,"[{'label': 'POSITIVE', 'score': 0.9494308233261108}]",0.9494308233261108,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9967049956321716}]",0.9967049956321716,neutral,1
1368,neutral,The company specialises in temporary electrification and heating at construction sites .,"[{'label': 'POSITIVE', 'score': 0.9267664551734924}]",0.9267664551734924,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998315572738647}]",0.9998315572738647,neutral,1
1369,positive,"The competition was received with great enthusiasm by the employees , he goes on .","[{'label': 'POSITIVE', 'score': 0.9997140765190125}]",0.9997140765190125,POSITIVE,1,"[{'label': 'positive', 'score': 0.999293327331543}]",0.999293327331543,positive,1
1370,neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .","[{'label': 'POSITIVE', 'score': 0.988811731338501}]",0.988811731338501,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9892356991767883}]",0.9892356991767883,neutral,1
1371,neutral,The deliveries started in April 2006 and will be completed in 2007 .,"[{'label': 'POSITIVE', 'score': 0.9892505407333374}]",0.9892505407333374,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998284578323364}]",0.9998284578323364,neutral,1
1372,neutral,The desk will reach its full planned strength of ten persons in autumn 2007 .,"[{'label': 'POSITIVE', 'score': 0.989983081817627}]",0.989983081817627,POSITIVE,0,"[{'label': 'positive', 'score': 0.9939485788345337}]",0.9939485788345337,positive,0
1373,neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .","[{'label': 'POSITIVE', 'score': 0.738580584526062}]",0.738580584526062,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999575674533844}]",0.999575674533844,neutral,1
1374,neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .","[{'label': 'NEGATIVE', 'score': 0.7549368739128113}]",0.7549368739128113,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997965693473816}]",0.9997965693473816,neutral,1
1375,positive,The effect of the savings will be noticeable as of the beginning of 2010 .,"[{'label': 'POSITIVE', 'score': 0.9944695234298706}]",0.9944695234298706,POSITIVE,1,"[{'label': 'positive', 'score': 0.9960986375808716}]",0.9960986375808716,positive,1
1376,neutral,The effect of the savings will be noticeable from the beginning of 2010 .,"[{'label': 'POSITIVE', 'score': 0.9934462904930115}]",0.9934462904930115,POSITIVE,0,"[{'label': 'positive', 'score': 0.9935169219970703}]",0.9935169219970703,positive,0
1377,neutral,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .","[{'label': 'POSITIVE', 'score': 0.9991936087608337}]",0.9991936087608337,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997710585594177}]",0.9997710585594177,neutral,1
1378,neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"[{'label': 'NEGATIVE', 'score': 0.9797124862670898}]",0.9797124862670898,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9965642094612122}]",0.9965642094612122,neutral,1
1379,neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,"[{'label': 'NEGATIVE', 'score': 0.9858484268188477}]",0.9858484268188477,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997503161430359}]",0.9997503161430359,neutral,1
1380,neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,"[{'label': 'POSITIVE', 'score': 0.9953376054763794}]",0.9953376054763794,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997926354408264}]",0.9997926354408264,neutral,1
1381,neutral,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .","[{'label': 'POSITIVE', 'score': 0.9995908141136169}]",0.9995908141136169,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998173117637634}]",0.9998173117637634,neutral,1
1382,neutral,The first of the two project phases is expected to be completed by the end of 2012 .,"[{'label': 'POSITIVE', 'score': 0.5689306259155273}]",0.5689306259155273,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998434782028198}]",0.9998434782028198,neutral,1
1383,neutral,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .","[{'label': 'POSITIVE', 'score': 0.9965041875839233}]",0.9965041875839233,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9941012263298035}]",0.9941012263298035,neutral,1
1384,neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .","[{'label': 'NEGATIVE', 'score': 0.9950799942016602}]",0.9950799942016602,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996739625930786}]",0.9996739625930786,neutral,1
1385,neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","[{'label': 'POSITIVE', 'score': 0.9953444600105286}]",0.9953444600105286,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998007416725159}]",0.9998007416725159,neutral,1
1386,neutral,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .","[{'label': 'POSITIVE', 'score': 0.5716530084609985}]",0.5716530084609985,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997450709342957}]",0.9997450709342957,neutral,1
1387,neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .","[{'label': 'POSITIVE', 'score': 0.9829167723655701}]",0.9829167723655701,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998466968536377}]",0.9998466968536377,neutral,1
1388,neutral,"The important thing now is to keep the bank 's existing 15,000 customers .","[{'label': 'POSITIVE', 'score': 0.9980409741401672}]",0.9980409741401672,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997453093528748}]",0.9997453093528748,neutral,1
1389,neutral,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .","[{'label': 'POSITIVE', 'score': 0.9987371563911438}]",0.9987371563911438,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997114539146423}]",0.9997114539146423,neutral,1
1390,neutral,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,"[{'label': 'POSITIVE', 'score': 0.9959557056427002}]",0.9959557056427002,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999848484992981}]",0.999848484992981,neutral,1
1391,neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,"[{'label': 'POSITIVE', 'score': 0.6917454600334167}]",0.6917454600334167,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998350143432617}]",0.9998350143432617,neutral,1
1392,neutral,The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .,"[{'label': 'POSITIVE', 'score': 0.9467037916183472}]",0.9467037916183472,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9960034489631653}]",0.9960034489631653,neutral,1
1393,neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","[{'label': 'POSITIVE', 'score': 0.9959588646888733}]",0.9959588646888733,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997223019599915}]",0.9997223019599915,neutral,1
1394,neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","[{'label': 'POSITIVE', 'score': 0.9961181879043579}]",0.9961181879043579,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999742329120636}]",0.999742329120636,neutral,1
1395,neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .","[{'label': 'POSITIVE', 'score': 0.9987269043922424}]",0.9987269043922424,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998248219490051}]",0.9998248219490051,neutral,1
1396,neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","[{'label': 'POSITIVE', 'score': 0.9985187649726868}]",0.9985187649726868,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998331069946289}]",0.9998331069946289,neutral,1
1397,neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .","[{'label': 'POSITIVE', 'score': 0.7629836797714233}]",0.7629836797714233,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997835755348206}]",0.9997835755348206,neutral,1
1398,neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,"[{'label': 'POSITIVE', 'score': 0.9908406734466553}]",0.9908406734466553,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997538924217224}]",0.9997538924217224,neutral,1
1399,neutral,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,"[{'label': 'POSITIVE', 'score': 0.9978446960449219}]",0.9978446960449219,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997767806053162}]",0.9997767806053162,neutral,1
1400,neutral,The office space will rise above the remodeled Cannon Street underground station .,"[{'label': 'POSITIVE', 'score': 0.9988046884536743}]",0.9988046884536743,POSITIVE,0,"[{'label': 'positive', 'score': 0.9841398000717163}]",0.9841398000717163,positive,0
1401,neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 .","[{'label': 'POSITIVE', 'score': 0.9995707869529724}]",0.9995707869529724,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9991841912269592}]",0.9991841912269592,neutral,1
1402,neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,"[{'label': 'NEGATIVE', 'score': 0.9764545559883118}]",0.9764545559883118,NEGATIVE,0,"[{'label': 'positive', 'score': 0.8388199210166931}]",0.8388199210166931,positive,0
1403,neutral,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .","[{'label': 'POSITIVE', 'score': 0.9455633759498596}]",0.9455633759498596,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997085928916931}]",0.9997085928916931,neutral,1
1404,neutral,"The opportunity will be available only for few employees , however .","[{'label': 'NEGATIVE', 'score': 0.8680437207221985}]",0.8680437207221985,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997919201850891}]",0.9997919201850891,neutral,1
1405,neutral,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .","[{'label': 'NEGATIVE', 'score': 0.8880730271339417}]",0.8880730271339417,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998589754104614}]",0.9998589754104614,neutral,1
1406,neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,"[{'label': 'NEGATIVE', 'score': 0.8185465335845947}]",0.8185465335845947,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996562004089355}]",0.9996562004089355,neutral,1
1407,neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,"[{'label': 'NEGATIVE', 'score': 0.801486074924469}]",0.801486074924469,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997486472129822}]",0.9997486472129822,neutral,1
1408,neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .","[{'label': 'NEGATIVE', 'score': 0.9780592918395996}]",0.9780592918395996,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9989801049232483}]",0.9989801049232483,neutral,1
1409,positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,"[{'label': 'POSITIVE', 'score': 0.9946730732917786}]",0.9946730732917786,POSITIVE,1,"[{'label': 'positive', 'score': 0.9998303651809692}]",0.9998303651809692,positive,1
1410,neutral,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,"[{'label': 'POSITIVE', 'score': 0.9980229139328003}]",0.9980229139328003,POSITIVE,0,"[{'label': 'neutral', 'score': 0.8873036503791809}]",0.8873036503791809,neutral,1
1411,neutral,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .","[{'label': 'NEGATIVE', 'score': 0.5885263085365295}]",0.5885263085365295,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9995793700218201}]",0.9995793700218201,neutral,1
1412,neutral,The project is expected to be completed in 2009 .,"[{'label': 'POSITIVE', 'score': 0.8318708539009094}]",0.8318708539009094,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9996992349624634}]",0.9996992349624634,neutral,1
1413,neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .","[{'label': 'POSITIVE', 'score': 0.9344695806503296}]",0.9344695806503296,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997739195823669}]",0.9997739195823669,neutral,1
1414,neutral,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .","[{'label': 'POSITIVE', 'score': 0.998784601688385}]",0.998784601688385,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997749924659729}]",0.9997749924659729,neutral,1
1415,neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","[{'label': 'POSITIVE', 'score': 0.9861211180686951}]",0.9861211180686951,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998444318771362}]",0.9998444318771362,neutral,1
1416,neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","[{'label': 'POSITIVE', 'score': 0.9861211180686951}]",0.9861211180686951,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998444318771362}]",0.9998444318771362,neutral,1
1417,neutral,"The Russian government will contribute 20 % of the necessary funds , he said .","[{'label': 'POSITIVE', 'score': 0.97490394115448}]",0.97490394115448,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9995806813240051}]",0.9995806813240051,neutral,1
1418,neutral,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.","[{'label': 'POSITIVE', 'score': 0.9443274736404419}]",0.9443274736404419,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997410178184509}]",0.9997410178184509,neutral,1
1419,neutral,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .","[{'label': 'NEGATIVE', 'score': 0.8608939051628113}]",0.8608939051628113,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998162388801575}]",0.9998162388801575,neutral,1
1420,neutral,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,"[{'label': 'POSITIVE', 'score': 0.5680320858955383}]",0.5680320858955383,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998496770858765}]",0.9998496770858765,neutral,1
1421,neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,"[{'label': 'POSITIVE', 'score': 0.9950271248817444}]",0.9950271248817444,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997689127922058}]",0.9997689127922058,neutral,1
1422,neutral,The share of the share capital of both above mentioned shareholders remains below 5 % .,"[{'label': 'NEGATIVE', 'score': 0.999250590801239}]",0.999250590801239,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9988266825675964}]",0.9988266825675964,neutral,1
1423,neutral,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,"[{'label': 'POSITIVE', 'score': 0.9489785432815552}]",0.9489785432815552,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9997550845146179}]",0.9997550845146179,neutral,1
1424,neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .","[{'label': 'NEGATIVE', 'score': 0.996780276298523}]",0.996780276298523,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997485280036926}]",0.9997485280036926,neutral,1
1425,neutral,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,"[{'label': 'NEGATIVE', 'score': 0.8659324645996094}]",0.8659324645996094,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9943867921829224}]",0.9943867921829224,neutral,1
1426,positive,The shopping center will have a prime location right next to the Myllypuro metro station .,"[{'label': 'POSITIVE', 'score': 0.9871728420257568}]",0.9871728420257568,POSITIVE,1,"[{'label': 'positive', 'score': 0.9998154044151306}]",0.9998154044151306,positive,1
1427,positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,"[{'label': 'NEGATIVE', 'score': 0.9439131617546082}]",0.9439131617546082,NEGATIVE,0,"[{'label': 'positive', 'score': 0.9997838139533997}]",0.9997838139533997,positive,1
1428,neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .","[{'label': 'POSITIVE', 'score': 0.9886184930801392}]",0.9886184930801392,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9991214871406555}]",0.9991214871406555,neutral,1
1429,neutral,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,"[{'label': 'POSITIVE', 'score': 0.6366786360740662}]",0.6366786360740662,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998490810394287}]",0.9998490810394287,neutral,1
1430,neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .","[{'label': 'POSITIVE', 'score': 0.6164412498474121}]",0.6164412498474121,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9998577833175659}]",0.9998577833175659,neutral,1
1431,neutral,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .","[{'label': 'POSITIVE', 'score': 0.9965394735336304}]",0.9965394735336304,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9811111092567444}]",0.9811111092567444,neutral,1
1432,neutral,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,"[{'label': 'NEGATIVE', 'score': 0.9741572141647339}]",0.9741572141647339,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997305274009705}]",0.9997305274009705,neutral,1
1433,neutral,The trade is in accordance with the agreement announced on 26 March 2008 .,"[{'label': 'POSITIVE', 'score': 0.9935615062713623}]",0.9935615062713623,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9987174272537231}]",0.9987174272537231,neutral,1
1434,positive,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,"[{'label': 'POSITIVE', 'score': 0.9894911050796509}]",0.9894911050796509,POSITIVE,1,"[{'label': 'positive', 'score': 0.522357165813446}]",0.522357165813446,positive,1
1435,neutral,The transaction is expected to be completed next spring .,"[{'label': 'POSITIVE', 'score': 0.8079838752746582}]",0.8079838752746582,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9996232986450195}]",0.9996232986450195,neutral,1
1436,neutral,The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,"[{'label': 'NEGATIVE', 'score': 0.888903021812439}]",0.888903021812439,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997394680976868}]",0.9997394680976868,neutral,1
1437,neutral,The veneer and plywood industry in Sweden is quite small despite the raw material resources .,"[{'label': 'NEGATIVE', 'score': 0.9991675615310669}]",0.9991675615310669,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996134638786316}]",0.9996134638786316,neutral,1
1438,neutral,The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,"[{'label': 'POSITIVE', 'score': 0.9961143732070923}]",0.9961143732070923,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9995774626731873}]",0.9995774626731873,neutral,1
1439,neutral,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","[{'label': 'NEGATIVE', 'score': 0.9537246227264404}]",0.9537246227264404,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998098015785217}]",0.9998098015785217,neutral,1
1440,neutral,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .","[{'label': 'POSITIVE', 'score': 0.8690932393074036}]",0.8690932393074036,POSITIVE,0,"[{'label': 'positive', 'score': 0.9916790127754211}]",0.9916790127754211,positive,0
1441,neutral,This beauty is an updated version of her chichi loop shade launched in 2001 .,"[{'label': 'POSITIVE', 'score': 0.9996578693389893}]",0.9996578693389893,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999818742275238}]",0.999818742275238,neutral,1
1442,positive,Through this transaction we are able to participate in developing the industry .,"[{'label': 'POSITIVE', 'score': 0.9997629523277283}]",0.9997629523277283,POSITIVE,1,"[{'label': 'positive', 'score': 0.9998052716255188}]",0.9998052716255188,positive,1
1443,neutral,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .","[{'label': 'NEGATIVE', 'score': 0.9747833013534546}]",0.9747833013534546,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.999812662601471}]",0.999812662601471,neutral,1
1444,neutral,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .","[{'label': 'NEGATIVE', 'score': 0.5522425770759583}]",0.5522425770759583,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997602105140686}]",0.9997602105140686,neutral,1
1445,neutral,Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,"[{'label': 'NEGATIVE', 'score': 0.9917218089103699}]",0.9917218089103699,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9998278617858887}]",0.9998278617858887,neutral,1
1446,neutral,Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,"[{'label': 'POSITIVE', 'score': 0.9919445514678955}]",0.9919445514678955,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9982317090034485}]",0.9982317090034485,neutral,1
1447,positive,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .","[{'label': 'NEGATIVE', 'score': 0.9734807014465332}]",0.9734807014465332,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9934746623039246}]",0.9934746623039246,neutral,0
1448,positive,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,"[{'label': 'POSITIVE', 'score': 0.9987144470214844}]",0.9987144470214844,POSITIVE,1,"[{'label': 'positive', 'score': 0.6698862314224243}]",0.6698862314224243,positive,1
1449,neutral,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,"[{'label': 'NEGATIVE', 'score': 0.9938803911209106}]",0.9938803911209106,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9996687173843384}]",0.9996687173843384,neutral,1
1450,neutral,Uponor maintains its full-year guidance for 2010 .,"[{'label': 'POSITIVE', 'score': 0.9845967888832092}]",0.9845967888832092,POSITIVE,0,"[{'label': 'neutral', 'score': 0.999823272228241}]",0.999823272228241,neutral,1
1451,neutral,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .","[{'label': 'NEGATIVE', 'score': 0.9975051283836365}]",0.9975051283836365,NEGATIVE,0,"[{'label': 'neutral', 'score': 0.9997604489326477}]",0.9997604489326477,neutral,1
1452,neutral,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .","[{'label': 'POSITIVE', 'score': 0.8588473796844482}]",0.8588473796844482,POSITIVE,0,"[{'label': 'neutral', 'score': 0.9986470341682434}]",0.9986470341682434,neutral,1
